Kodas,Pavadinimas,Aprašas,"Pagrindinės užduotys","Būdingos kompetencijos"
832201,"Greitosios medicinos pagalbos automobilio vairuotojas","Saugiai ir operatyviai vairuoja greitosios medicinos pagalbos automobilį ir veža sergančius ir sužeistus asmenis į stacionarias asmens sveikatos priežiūros įstaigas.","• vairuoja greitosios medicinos pagalbos transporto priemonę saugiai ir atsakingai, laikydamasis visų saugumo reikalavimų ir taisyklių;• greitai ir efektyviai atvyksta į nurodytą vietą, kai yra reikalinga greitoji medicinos pagalba;• užtikrina, kad visi reikalingi medicinos įrankiai ir įrangos būtų paruošti naudoti;• įvertina galimybes nepaisyti tam tikrų kelių eismo taisyklių ir naudoti įspėjamuosius signalus ir, esant būtinybei, pasinaudoti pirmenybe;• užtikrina, kad greitosios medicinos pagalbos transporto priemonė būtų nuolat prižiūrima, palaikoma tvarkinga ir kad būtų užtikrinta pacientų sauga;• atlieka kitas užduotis, susijusias su greitosios medicinos pagalbos transporto priemonės priežiūra ir administravimu. ","• vairuoti automobilį greitai ir atsakingai;• gebėti įvertinti tam tikras kelių eismo taisykles ir jų nepaisyti ir naudoti įspėjamuosius signalus;• turėti medicinos procedūrų žinių ir sugebėti greitai veikti skubiose situacijose;• sugebėti lengvai surasti reikiamą adresą;• mokėti bendrauti su klientais;• laikytis saugaus eismo taisyklių ir darbo saugos taisyklių."
832202,"Taksi vairuotojas","Veža keleivius ir jų bagažą, pasirinkdamas trumpiausią ir tinkamiausią maršrutą, atsako už keleivių saugumą ir komfortą kelionės metu. Atsižvelgia į keleivių pageidavimus ir kultūringai juos aptarnauja.","• veža keleivius ir jų bagažą pagal užsakymus į norimą vietą;• atsižvelgia į keleivių pageidavimus ir užtikrina saugią ir patogią kelionę;• palaiko tvarkingą ir švarų automobilį;• priima mokėjimus už suteiktas paslaugas pagal patvirtintus tarifus ir išduoda mokėjimus patvirtinančius dokumentus;• laikosi darbo grafiko ir užtikrina keleivių vežimą pagal trumpiausią ir tinkamiausią maršrutą;• laikosi saugaus eismo taisyklių ir darbo saugos reikalavimų kelionės metu. ","• turėti gerus vairavimo įgūdžius ir teisę vairuoti taksi automobilį;• gerai orientuotis mieste ir laiku atvykti pagal iškvietimus;• bendrauti su keleiviais mandagiai ir tolerantiškai;• sugebėti lengvai surasti reikiamą adresą;• gebėti kalbėti užsienio kalbomis;• laikytis saugaus eismo taisyklių ir darbo saugos taisyklių."
832203,"Lengvojo automobilio vairuotojas","Saugiai vairuoja lengvąjį automobilį ir veža nedidelius krovinius ar keleivius iš vienos vietos į kitą bei kultūringai aptarnauja keleivius. Prižiūri automobilį ir laikosi kelių eismo taisyklių, žmonių ir įvairių rūšių krovinių vežimo reikalavimų.","• vairuoja lengvąjį automobilį ir laikosi saugaus eismo taisyklių, įvertina eismo sąlygas ir kelio dangos būklę;• veža keleivius arba krovinius į reikiamą vietą pagal klientų pageidavimus;• planuoja maršrutus ir pasirenka geriausią kelią, laiku pristato krovinius arba produktus klientams;• prižiūri automobilį ir laikosi techninės priežiūros atlikimo tvarkos bei atlieka nesudėtingą remontą;• pildo kelionės ir apskaitos dokumentus pagal apibrėžtus reikalavimus;• bendrauja su keleiviais, klientais ir kitais vairuotojais. ","• turėti gerus vairavimo įgūdžius ir teisę vairuoti lengvąjį automobilį;• gerai orientuotis mieste ir greitai atvykti pagal iškvietimus;• laikytis saugaus eismo taisyklių ir darbo saugos taisyklių;• bendrauti su klientais mandagiai ir tolerantiškai;• dirbti atsakingai ir sąžiningai;• prižiūrėti automobilį ir laiku atlikti jo remontą."
832204,"Vairuotojas ekspeditorius","Saugiai vairuoja automobilių transporto priemonę ir operatyviai pristato vežamus krovinius bei jų lydimuosius dokumentus į paskirties vietas. Atsako už bendravimą su klientais, tvarkaraščių pildymą ir transporto priemonės priežiūrą.","• vairuoja automobilių transporto priemonę, laikydamasis kelių eismo taisyklių ir krovinių vežimo saugos reikalavimų;• planuoja transporto maršrutus, kad būtų užtikrintas sėkmingas krovinio vežimas;• pildo kelionės apskaitos, vežimo, prekių priėmimo–perdavimo ir kitus dokumentus pagal apibrėžtus reikalavimus;• užtikrina, kad transporto priemonė būtų tinkamai prižiūrima ir remontuojama;• bendradarbiauja su kitais vežėjais ir transporto bendrovėmis, siekdamas užtikrinti efektyvų darbą. ","• organizuoti darbą ir planuoti maršrutus;• gerai valdyti automobilį, gebėti įvertinti ir kontroliuoti pavojingas situacijas;• prižiūrėti transporto priemonę;• greitai ir efektyviai spręsti iškilusias problemas;• pildyti ataskaitas ir dokumentus;• laikytis kelių eismo taisyklių ir krovinių vežimo saugos reikalavimų."
832205,"Furgono vairuotojas","Vairuoja furgoną ir operatyviai veža įvairaus tipo krovinius, taip pat tvarko kelionių dokumentus ir užtikrina saugų krovinių transportavimą.","• vairuoja transporto priemonę, laikydamasis kelių eismo taisyklių ir krovinių vežimo saugos reikalavimų;• užtikrina, kad būtų laikomasi saugumo reikalavimų, pakraunant, iškraunant, perkraunant ir tvirtinant krovinius;• pristato krovinius, laikydamasis nustatyto grafiko ir nurodytų maršrutų;• paruošia prekes transportuoti, patikrindamas jų kokybę, sutvarko reikiamus dokumentus;• pildo kelionės, apskaitos, vežimo, prekių priėmimo–perdavimo ir kitus dokumentus;• prižiūri transporto priemonę, laiku atlieka reikiamas technines patikras ir nesudėtingą remontą. ","• valdyti ir vairuoti transporto priemonę;• žinoti kelių eismo taisykles ir saugiai bei atsakingai vairuoti;• naudoti globalią padėties nustatymo ir kitas navigacijos sistemas;• bendrauti su klientais ir kitais darbuotojais;• pildyti ataskaitas ir dokumentus;• laikytis kelių eismo taisyklių ir krovinių vežimo saugos reikalavimų."
832206,"Mikroautobuso vairuotojas","Vairuoja transporto priemonę ir operatyviai veža keleivius ar nedidelius krovinius, taip pat tvarko kelionių dokumentus ir užtikrina saugų keleivių ir krovinių vežimą.","• vairuoja mikroautobusą, laikydamasis nustatyto maršruto ir tvarkaraščio bei kelių eismo taisyklių ir keleivių vežimo saugos reikalavimų;• užtikrina keleivių saugumą kelionės metu;• rūpinasi, kad mikroautobusas būtų tinkamai prižiūrėtas ir techniškai tvarkingas ir kad būtų laiku atliekama transporto priemonės techninė patikra ir priežiūra;• priima mokėjimus už suteiktas paslaugas pagal patvirtintus tarifus ir išduoda mokėjimus patvirtinančius dokumentus;• bendrauja su keleiviais ir kitais vairuotojais;• tvarko kelionės dokumentus ir atlieka administracinius darbus, susijusius su kelionės organizavimu ir vykdymu. ","• valdyti ir vairuoti mikroautobusą, turint tinkamą vairuotojo pažymėjimą ir patirtį;• žinoti kelių eismo taisykles ir atsakingai vairuoti transporto priemonę;• naudoti globalią padėties nustatymo ir kitas navigacijos priemones;• bendrauti su keleiviais ir kitais darbuotojais;• tvarkyti kelionių dokumentus ir planuoti keliones."
832207,"Tarptautinio keleivių ir krovinių vežimo transporto priemonės vairuotojas","Vairuoja transporto priemonę ir operatyviai veža keleivius ar įvairių tipų krovinius tarptautiniais maršrutais, saugiai vairuodamas transporto priemonę.","• vairuoja transporto priemonę, laikydamasis eismo taisyklių pagal suderintus maršrutus ir krovinių paskirties vietas;• bendrauja su keleiviais, informuoja apie sustojimo vietas ir užtikrina, kad transporto priemonėje būtų naudojama asmenims su negalia pritaikyta įranga;• tvarko krovinius ir užtikrina saugų jų vežimą;• rūpinasi transporto priemonės technine būkle ir atlieka būtinas technines patikras, nustato gedimus ir juos pašalina;• laikosi tarptautinių keleivių ar krovinių vežimo taisyklių ir reikalavimų. ","• vairuoti transporto priemonę saugiai ir tvarkingai;• bendrauti su keleiviais ir teikti jiems informaciją;• planuoti keliones ir maršrutus;• tvarkyti krovinius ir užtikrinti jų saugų vežimą;• atlikti būtinas transporto priemonės patikras;• laikytis tarptautinių kelių eismo taisyklių ir reikalavimų."
832208,"Specialiojo automobilio vairuotojas","Vairuoja transporto priemonę, skirtą specialiosioms, pvz.: priešgaisrinės gelbėjimo tarnybos, policijos, kariuomenės, valstybės apsaugos tarnybos, reikmėms, ir atsako už specialiosios įrangos ir sistemų veikimą kelionės metu.","• vairuoja specialiąsias transporto priemones, laikydamasis kelių eismo taisyklių ir saugumo reikalavimų;• prižiūri specialiąją įrangą ir sistemas ir užtikrina, kad jos veiktų sklandžiai ir saugiai;• užtikrina saugią ir greitą kelionę, naudodamas specialiąją įrangą, pvz.: sirenas, įspėjamuosius žibintus ir komunikacijos įrangą, kelionės metu;• reaguoja į nenumatytas situacijas ir veikia pagal nustatytas schemas;• rūpinasi transporto priemonės technine būkle ir atlieka būtinas technines patikras. ","• žinoti transporto priemonės specialiosios įrangos valdymo galimybes;• valdyti transporto priemonę įvairiose situacijose, įskaitant skubias ir stresines situacijas;• bendrauti su keleiviais, klientais ir kolegomis;• planuoti ir organizuoti darbą, kad užduotys būtų atliktos laiku;• greitai reaguoti į netikėtas situacijas ir priimti tinkamus sprendimus."
832290,"Kiti lengvųjų automobilių, taksi ir furgonų vairuotojai","Kiti lengvųjų automobilių, taksi ir furgonų vairuotojai, kurie neišvardyti 8322 pogrupyje „Lengvųjų automobilių, taksi ir furgonų vairuotojai“ ir kurie vairuoja bei prižiūri variklinius automobilius ir variklinius furgonus keleiviams, paštui ar prekėms vežti.","• vairuoja automobilių transporto priemonę, laikydamiesi kelių eismo taisyklių ir krovinių vežimo saugumo standartų;• planuoja keleivių ar krovinių vežimo maršrutus;• vairuoja specialiąsias transporto priemones, naudodami specialiąją įrangą, pvz.: sirenas, įspėjamuosius žibintus ir komunikacijos įrangą, kelionės metu;• prižiūri įrangą bei sistemas ir užtikrina, kad jos veiktų sklandžiai ir saugiai;• užtikrina, kad transporto priemonė būtų tinkamai prižiūrima ir remontuojama;• pildo kelionės apskaitos, vežimo, prekių priėmimo–perdavimo ir kitus dokumentus pagal apibrėžtus reikalavimus. ","• būti gerai susipažinus su transporto priemonių technine įranga ir jos veikimu;• valdyti transporto priemonę įvairiose situacijose, įskaitant skubias ir stresines situacijas;• bendrauti su keleiviais, klientais ir kolegomis;• planuoti ir organizuoti darbą, kad būtų laiku atliekamos užduotys;• greitai reaguoti į netikėtas situacijas ir priimti tinkamus sprendimus."
833101,"Autobuso vairuotojas","Vairuoja ir prižiūri autobusą, veža keleivius, vadovaudamasis nustatytu reguliariu maršrutu ir laikydamasis tvarkaraščio, užtikrina jų saugumą kelyje.","• vairuoja autobusą, laikydamasis kelių eismo taisyklių ir žmonių vežimo saugos reikalavimų;• veža keleivius autobusu nustatytais reguliariais maršrutais arba užsakomaisiais reisais, laikydamasis patvirtinto arba susitarto grafiko;• rūpinasi autobuso technine būkle, atlieka reikiamus priežiūros darbus, taiso nesudėtingus gedimus ir laiku informuoja vadovus apie rimtesnius gedimus;• parduoda kelionei autobusu reikalingus bilietus ir teikia informaciją keleiviams;• valdo ir reguliuoja apšvietimo, šildymo ir vėdinimo sistemas autobuse;• greitai reaguoja į nelaimingus atsitikimus ar gedimus. ","• vairuoti autobusą ir laikytis numatyto maršruto;• užtikrinti keleivių saugumą ir tvarką autobuse;• parduoti bilietus;• atsakingai vairuoti ir laikytis saugaus eismo taisyklių;• laiku atvykti į numatytą vietą ir laikytis tvarkaraščio."
833102,"Troleibuso vairuotojas","Vairuoja ir prižiūri troleibusą, veža keleivius, vadovaudamasis nustatytu reguliariu maršrutu ir laikydamasis tvarkaraščio, užtikrina jų saugumą kelyje.","• vairuoja troleibusą, laikydamasis kelių eismo taisyklių ir žmonių vežimo saugos reikalavimų;• veža keleivius troleibusu nustatytais reguliariais maršrutais, laikydamasis patvirtinto arba susitarto grafiko;• rūpinasi troleibuso technine būkle, atlieka reikiamus priežiūros darbus, taiso smulkius gedimus ir laiku informuoja vadovus apie rimtesnius gedimus;• parduoda kelionei troleibusu reikalingus bilietus ir teikia informaciją keleiviams;• valdo ir reguliuoja apšvietimo, šildymo ir vėdinimo sistemas troleibuse;• greitai reaguoja į nelaimingus atsitikimus ar gedimus. ","• vairuoti ir valdyti troleibusą ir vadovautis maršrutu;• užtikrinti keleivių saugumą ir tvarką troleibuse;• parduoti bilietus;• atsakingai vairuoti ir laikytis saugaus eismo taisyklių;• laiku atvykti į numatytą vietą ir laikytis tvarkaraščio."
833103,"Tarptautinio keleivių vežimo transporto priemonės vairuotojas","Vairuoja transporto priemonę ir operatyviai perveža keleivius ar įvairių tipų krovinius tarptautiniais maršrutais, saugiai vairuodamas transporto priemonę.","• vairuoja transporto priemonę, laikydamasis kelių eismo taisyklių, atsižvelgdamas į maršrutą ir krovinių paskirties vietas;• bendrauja su keleiviais, informuoja apie sustojimo vietas ir užtikrina, kad transporto priemonėje būtų naudojama asmenims su negalia pritaikyta įranga;• valdo ir reguliuoja apšvietimo, šildymo ir vėdinimo sistemas autobusuose;• tvarko krovinius ir užtikrina saugų jų vežimą;• rūpinasi transporto priemonės technine būkle ir atlieka būtinas technines patikras, nustato gedimus ir juos pašalina;• laikosi tarptautinio keleivių ar krovinių vežimo taisyklių ir reikalavimų. ","• vairuoti transporto priemonę saugiai ir tvarkingai;• bendrauti ir teikti informaciją keleiviams;• planuoti keliones ir maršrutus;• tvarkyti krovinius ir užtikrinti saugų jų vežimą;• atlikti būtinas transporto priemonės patikras;• laikytis tarptautinių kelių eismo taisyklių ir reikalavimų."
833190,"Kiti autobusų ir troleibusų vairuotojai","Kiti autobusų ir troleibusų vairuotojai, kurie neišvardyti 8331 pogrupyje „Autobusų ir troleibusų vairuotojai“ ir kurie vairuoja bei prižiūri autobusus ir troleibusus, vežančius keleivius, paštą ir prekes.","• vairuoja transporto priemonę ir laikosi saugaus eismo taisyklių ir saugaus vežimo reikalavimų;• veža keleivius nustatytais reguliariais maršrutais, laikydamasis patvirtinto arba sutarto grafiko;• rūpinasi transporto priemonės technine būkle, atlieka reikiamus priežiūros darbus, šalina smulkius gedimus ir laiku informuoja vadovus apie rimtesnius gedimus;• parduoda ar tikrina kelionei reikalingus bilietus ir teikia informaciją keleiviams;• valdo ir reguliuoja apšvietimo, šildymo ir vėdinimo sistemas autobusuose ir troleibusuose;• greitai reaguoja į nelaimingus atsitikimus ar gedimus. ","• atsakingai vairuoti ir laikytis saugaus eismo taisyklių;• užtikrinti keleivių saugumą ir tvarką autobuse ar kitoje vežimo priemonėje;• bendrauti su keleiviais ir parduoti bilietus;• rūpintis bagažu, pervežamu paštu, ar prekėmis;• atlikti nesudėtingus transporto priemonės remonto darbus kelionės metu;• laiku atvykti į numatytą vietą ir laikytis tvarkaraščio."
